"firstname","count","district","sex","strata"
"Aurelian",2,"pankow","m","m-Aurelian"
"Cheyenne",2,"pankow","f","f-Cheyenne"
"Axel",2,"pankow","m","m-Axel"
"Chiara",2,"pankow","f","f-Chiara"
"Ayden",2,"pankow","m","m-Ayden"
"Christa",2,"pankow","f","f-Christa"
"Bastian",2,"pankow","m","m-Bastian"
"Christiane",2,"pankow","f","f-Christiane"
"Bosse",2,"pankow","m","m-Bosse"
"Cleo",2,"pankow","f","f-Cleo"
"Carlson",2,"pankow","m","m-Carlson"
"Cornelia",2,"pankow","f","f-Cornelia"
"Danilo",2,"pankow","m","m-Danilo"
"Dilara",2,"pankow","f","f-Dilara"
"Darius",2,"pankow","m","m-Darius"
"Dina",2,"pankow","f","f-Dina"
"Darío",2,"pankow","m","m-Darío"
"Ebba",2,"pankow","f","f-Ebba"
"Dawid",2,"pankow","m","m-Dawid"
"Eden",2,"pankow","f","f-Eden"
"Dennis",2,"pankow","m","m-Dennis"
"Ela",2,"pankow","f","f-Ela"
"Dion",2,"pankow","m","m-Dion"
"Elaina",2,"pankow","f","f-Elaina"
"Dries",2,"pankow","m","m-Dries"
"Elayne",2,"pankow","f","f-Elayne"
"Dylan",2,"pankow","m","m-Dylan"
"Eleanor",2,"pankow","f","f-Eleanor"
"Eddie",2,"pankow","m","m-Eddie"
"Elenor",2,"pankow","f","f-Elenor"
"Eddy",2,"pankow","m","m-Eddy"
"Eliana",2,"pankow","f","f-Eliana"
"Eduard",2,"pankow","m","m-Eduard"
"Ellen",2,"pankow","f","f-Ellen"
"Eduardo",2,"pankow","m","m-Eduardo"
"Elva",2,"pankow","f","f-Elva"
"Edwin",2,"pankow","m","m-Edwin"
"Elvira",2,"pankow","f","f-Elvira"
"Eli",2,"pankow","m","m-Eli"
"Emelie",2,"pankow","f","f-Emelie"
"Elia",2,"pankow","m","m-Elia"
"Emely",2,"pankow","f","f-Emely"
"Elvis",2,"pankow","m","m-Elvis"
"Evelin",2,"pankow","f","f-Evelin"
"Enes",2,"pankow","m","m-Enes"
"Evelina",2,"pankow","f","f-Evelina"
"Erwin",2,"pankow","m","m-Erwin"
"Fatima",2,"pankow","f","f-Fatima"
"Ezra",2,"pankow","m","m-Ezra"
"Felice",2,"pankow","f","f-Felice"
"Falk",2,"pankow","m","m-Falk"
"Felicitas",2,"pankow","f","f-Felicitas"
"Federico",2,"pankow","m","m-Federico"
"Feline",2,"pankow","f","f-Feline"
"Felias",2,"pankow","m","m-Felias"
"Fenja",2,"pankow","f","f-Fenja"
"Filip",2,"pankow","m","m-Filip"
"Freda",2,"pankow","f","f-Freda"
"Finnegan",2,"pankow","m","m-Finnegan"
"Frederike",2,"pankow","f","f-Frederike"
"Francis",2,"pankow","m","m-Francis"
"Gerda",2,"pankow","f","f-Gerda"
"Frieder",2,"pankow","m","m-Frieder"
"Gisela",2,"pankow","f","f-Gisela"
"Gerhard",2,"pankow","m","m-Gerhard"
"Giulia",2,"pankow","f","f-Giulia"
"Gunnar",2,"pankow","m","m-Gunnar"
"Hanni",2,"pankow","f","f-Hanni"
"Günther",2,"pankow","m","m-Günther"
"Heidemarie",2,"pankow","f","f-Heidemarie"
"Harry",2,"pankow","m","m-Harry"
"Helen",2,"pankow","f","f-Helen"
"Ibrahim",2,"pankow","m","m-Ibrahim"
"Henrike",2,"pankow","f","f-Henrike"
"Igor",2,"pankow","m","m-Igor"
"Hilde",2,"pankow","f","f-Hilde"
"Ilias",2,"pankow","m","m-Ilias"
"Hildegard",2,"pankow","f","f-Hildegard"
"Ilyas",2,"pankow","m","m-Ilyas"
"Ingrid",2,"pankow","f","f-Ingrid"
"Ion",2,"pankow","m","m-Ion"
"Irene",2,"pankow","f","f-Irene"
"Ionut",2,"pankow","m","m-Ionut"
"Jean",2,"pankow","f","f-Jean"
"Issa",2,"pankow","m","m-Issa"
"Jeanne",2,"pankow","f","f-Jeanne"
"Jack",2,"pankow","m","m-Jack"
"Jelena",2,"pankow","f","f-Jelena"
"Jaden",2,"pankow","m","m-Jaden"
"Jenna",2,"pankow","f","f-Jenna"
"Jamal",2,"pankow","m","m-Jamal"
"Joan",2,"pankow","f","f-Joan"
"Jamie-Lee",2,"pankow","m","m-Jamie-Lee"
"Jolene",2,"pankow","f","f-Jolene"
"Jamil",2,"pankow","m","m-Jamil"
"Jolina",2,"pankow","f","f-Jolina"
"Jan-Luca",2,"pankow","m","m-Jan-Luca"
"Josy",2,"pankow","f","f-Josy"
"Janik",2,"pankow","m","m-Janik"
"Jule",2,"pankow","f","f-Jule"
"Jeremy",2,"pankow","m","m-Jeremy"
"Juli",2,"pankow","f","f-Juli"
"Jim",2,"pankow","m","m-Jim"
"Juliane",2,"pankow","f","f-Juliane"
"Jonne",2,"pankow","m","m-Jonne"
"June",2,"pankow","f","f-June"
"Joschua",2,"pankow","m","m-Joschua"
"Kalea",2,"pankow","f","f-Kalea"
"Josua",2,"pankow","m","m-Josua"
"Kalina",2,"pankow","f","f-Kalina"
"Julien",2,"pankow","m","m-Julien"
"Kalotta",2,"pankow","f","f-Kalotta"
"Junes",2,"pankow","m","m-Junes"
"Karina",2,"pankow","f","f-Karina"
"János",2,"pankow","m","m-János"
"Kate",2,"pankow","f","f-Kate"
"Kajus",2,"pankow","m","m-Kajus"
"Kim",2,"pankow","f","f-Kim"
"Kaleo",2,"pankow","m","m-Kaleo"
"Kimberly",2,"pankow","f","f-Kimberly"
"Karlson",2,"pankow","m","m-Karlson"
"Kristina",2,"pankow","f","f-Kristina"
"Keno",2,"pankow","m","m-Keno"
"Lee",2,"pankow","f","f-Lee"
"Kevin",2,"pankow","m","m-Kevin"
"Leia",2,"pankow","f","f-Leia"
"Kimi",2,"pankow","m","m-Kimi"
"Lenya",2,"pankow","f","f-Lenya"
"Kirill",2,"pankow","m","m-Kirill"
"Letizia",2,"pankow","f","f-Letizia"
"Kiyan",2,"pankow","m","m-Kiyan"
"Leyla",2,"pankow","f","f-Leyla"
"Klaus",2,"pankow","m","m-Klaus"
"Lieselotte",2,"pankow","f","f-Lieselotte"
"Laurenz",2,"pankow","m","m-Laurenz"
"Lilien",2,"pankow","f","f-Lilien"
"Laurin",2,"pankow","m","m-Laurin"
"Lilja",2,"pankow","f","f-Lilja"
"Leano",2,"pankow","m","m-Leano"
"Lilliana",2,"pankow","f","f-Lilliana"
"Leonid",2,"pankow","m","m-Leonid"
"Lily",2,"pankow","f","f-Lily"
"Leonidas",2,"pankow","m","m-Leonidas"
"Linh",2,"pankow","f","f-Linh"
"Lewin",2,"pankow","m","m-Lewin"
"Linnéa",2,"pankow","f","f-Linnéa"
"Love",2,"pankow","m","m-Love"
"Liya",2,"pankow","f","f-Liya"
"Lyonel",2,"pankow","m","m-Lyonel"
"Liz",2,"pankow","f","f-Liz"
"Maddox",2,"pankow","m","m-Maddox"
"Lola",2,"pankow","f","f-Lola"
"Mael",2,"pankow","m","m-Mael"
"Lore",2,"pankow","f","f-Lore"
"Manilo",2,"pankow","m","m-Manilo"
"Lotti",2,"pankow","f","f-Lotti"
"Marco",2,"pankow","m","m-Marco"
"Lucyna",2,"pankow","f","f-Lucyna"
"Maria",2,"pankow","m","m-Maria"
"Lupita",2,"pankow","f","f-Lupita"
"Marian",2,"pankow","m","m-Marian"
"Madison",2,"pankow","f","f-Madison"
"Mark",2,"pankow","m","m-Mark"
"Mae",2,"pankow","f","f-Mae"
"Marko",2,"pankow","m","m-Marko"
"Magdalene",2,"pankow","f","f-Magdalene"
"Mateo",2,"pankow","m","m-Mateo"
"Mai",2,"pankow","f","f-Mai"
"Mathias",2,"pankow","m","m-Mathias"
"Maira",2,"pankow","f","f-Maira"
"Mathéo",2,"pankow","m","m-Mathéo"
"Manuela",2,"pankow","f","f-Manuela"
"Mattes",2,"pankow","m","m-Mattes"
"Margarethe",2,"pankow","f","f-Margarethe"
"Matthew",2,"pankow","m","m-Matthew"
"Mariam",2,"pankow","f","f-Mariam"
"Maximus",2,"pankow","m","m-Maximus"
"Marielle",2,"pankow","f","f-Marielle"
"Mert",2,"pankow","m","m-Mert"
"Marietta",2,"pankow","f","f-Marietta"
"Mitja",2,"pankow","m","m-Mitja"
"Marit",2,"pankow","f","f-Marit"
"Muhammed",2,"pankow","m","m-Muhammed"
"Marlena",2,"pankow","f","f-Marlena"
"Neo",2,"pankow","m","m-Neo"
"Maryam",2,"pankow","f","f-Maryam"
"Neven",2,"pankow","m","m-Neven"
"Mathea",2,"pankow","f","f-Mathea"
"Nevio",2,"pankow","m","m-Nevio"
"Maxie",2,"pankow","f","f-Maxie"
"Niels",2,"pankow","m","m-Niels"
"May",2,"pankow","f","f-May"
"Nikolaus",2,"pankow","m","m-Nikolaus"
"Mayla",2,"pankow","f","f-Mayla"
"Odin",2,"pankow","m","m-Odin"
"Meera",2,"pankow","f","f-Meera"
"Omar",2,"pankow","m","m-Omar"
"Melanie",2,"pankow","f","f-Melanie"
"Onno",2,"pankow","m","m-Onno"
"Melinda",2,"pankow","f","f-Melinda"
"Ove",2,"pankow","m","m-Ove"
"Melody",2,"pankow","f","f-Melody"
"Patrick",2,"pankow","m","m-Patrick"
"Meryem",2,"pankow","f","f-Meryem"
"Peer",2,"pankow","m","m-Peer"
"Meta",2,"pankow","f","f-Meta"
"Phileas",2,"pankow","m","m-Phileas"
"Mia-Sophie",2,"pankow","f","f-Mia-Sophie"
"Philippe",2,"pankow","m","m-Philippe"
"Michelle",2,"pankow","f","f-Michelle"
"Phineas",2,"pankow","m","m-Phineas"
"Minna",2,"pankow","f","f-Minna"
"Qais",2,"pankow","m","m-Qais"
"Minou",2,"pankow","f","f-Minou"
"Ragnar",2,"pankow","m","m-Ragnar"
"Mona",2,"pankow","f","f-Mona"
"Raik",2,"pankow","m","m-Raik"
"Nami",2,"pankow","f","f-Nami"
"Rayan",2,"pankow","m","m-Rayan"
"Naomi",2,"pankow","f","f-Naomi"
"Rio",2,"pankow","m","m-Rio"
"Natalia",2,"pankow","f","f-Natalia"
"Roland",2,"pankow","m","m-Roland"
"Nelly",2,"pankow","f","f-Nelly"
"Romeo",2,"pankow","m","m-Romeo"
"Ngoc",2,"pankow","f","f-Ngoc"
"Rudi",2,"pankow","m","m-Rudi"
"Nike",2,"pankow","f","f-Nike"
"Samu",2,"pankow","m","m-Samu"
"Peggy",2,"pankow","f","f-Peggy"
"Sander",2,"pankow","m","m-Sander"
"Penelope",2,"pankow","f","f-Penelope"
"Scott",2,"pankow","m","m-Scott"
"Pepper",2,"pankow","f","f-Pepper"
"Sky",2,"pankow","m","m-Sky"
"Petra",2,"pankow","f","f-Petra"
"Skyler",2,"pankow","m","m-Skyler"
"Phine",2,"pankow","f","f-Phine"
"Steffen",2,"pankow","m","m-Steffen"
"Ramona",2,"pankow","f","f-Ramona"
"Steven",2,"pankow","m","m-Steven"
"Rita",2,"pankow","f","f-Rita"
"Taha",2,"pankow","m","m-Taha"
"Ruby",2,"pankow","f","f-Ruby"
"Takuma",2,"pankow","m","m-Takuma"
"Saphira",2,"pankow","f","f-Saphira"
"Teo",2,"pankow","m","m-Teo"
"Selena",2,"pankow","f","f-Selena"
"Tiberius",2,"pankow","m","m-Tiberius"
"Sinje",2,"pankow","f","f-Sinje"
"Tino",2,"pankow","m","m-Tino"
"Sky",2,"pankow","f","f-Sky"
"Uri",2,"pankow","m","m-Uri"
"Soey",2,"pankow","f","f-Soey"
"Uwe",2,"pankow","m","m-Uwe"
"Stine",2,"pankow","f","f-Stine"
"Vito",2,"pankow","m","m-Vito"
"Summer",2,"pankow","f","f-Summer"
"Vitus",2,"pankow","m","m-Vitus"
"Sylvia",2,"pankow","f","f-Sylvia"
"Vladimirovič",2,"pankow","m","m-Vladimirovič"
"Tamara",2,"pankow","f","f-Tamara"
"Wanja",2,"pankow","m","m-Wanja"
"Ursula",2,"pankow","f","f-Ursula"
"Willem",2,"pankow","m","m-Willem"
"Vera",2,"pankow","f","f-Vera"
"Willibald",2,"pankow","m","m-Willibald"
"Vivien",2,"pankow","f","f-Vivien"
"Wolf",2,"pankow","m","m-Wolf"
"Weda",2,"pankow","f","f-Weda"
"Yannis",2,"pankow","m","m-Yannis"
"Wilhelmine",2,"pankow","f","f-Wilhelmine"
"Yaron",2,"pankow","m","m-Yaron"
"Ylva",2,"pankow","f","f-Ylva"
"Abdallah",1,"pankow","m","m-Abdallah"
"Aaliyah",1,"pankow","f","f-Aaliyah"
"Abdullah",1,"pankow","m","m-Abdullah"
"Abigail",1,"pankow","f","f-Abigail"
"Abulfaz",1,"pankow","m","m-Abulfaz"
"Adali",1,"pankow","f","f-Adali"
"Abuzar",1,"pankow","m","m-Abuzar"
"Adela",1,"pankow","f","f-Adela"
"Ace",1,"pankow","m","m-Ace"
"Adelina",1,"pankow","f","f-Adelina"
"Achilleas",1,"pankow","m","m-Achilleas"
"Adelya",1,"pankow","f","f-Adelya"
"Adalbert",1,"pankow","m","m-Adalbert"
"Adelė",1,"pankow","f","f-Adelė"
"Adewumi",1,"pankow","m","m-Adewumi"
"Adira",1,"pankow","f","f-Adira"
"Adi",1,"pankow","m","m-Adi"
"Adrienne",1,"pankow","f","f-Adrienne"
"Adnan",1,"pankow","m","m-Adnan"
"Adrijana",1,"pankow","f","f-Adrijana"
"Adrien",1,"pankow","m","m-Adrien"
"Adwoa",1,"pankow","f","f-Adwoa"
"Aebel",1,"pankow","m","m-Aebel"
"Aenna",1,"pankow","f","f-Aenna"
"Ahab",1,"pankow","m","m-Ahab"
"Aeri",1,"pankow","f","f-Aeri"
"Ahlehoff",1,"pankow","m","m-Ahlehoff"
"Agathe",1,"pankow","f","f-Agathe"
"Aidan",1,"pankow","m","m-Aidan"
"Ahmad",1,"pankow","f","f-Ahmad"
"Ajibola",1,"pankow","m","m-Ajibola"
"Aila",1,"pankow","f","f-Aila"
"Akira",1,"pankow","m","m-Akira"
"Aimée",1,"pankow","f","f-Aimée"
"Alaric",1,"pankow","m","m-Alaric"
"Aisha",1,"pankow","f","f-Aisha"
"Alec",1,"pankow","m","m-Alec"
"Aissatou",1,"pankow","f","f-Aissatou"
"Aleksandar",1,"pankow","m","m-Aleksandar"
"Aiva",1,"pankow","f","f-Aiva"
"Aleksander",1,"pankow","m","m-Aleksander"
"Ajlina",1,"pankow","f","f-Ajlina"
"Aleksandrovič",1,"pankow","m","m-Aleksandrovič"
"Alannah",1,"pankow","f","f-Alannah"
"Alekseevič",1,"pankow","m","m-Alekseevič"
"Alba",1,"pankow","f","f-Alba"
"Aleksej",1,"pankow","m","m-Aleksej"
"Aleena",1,"pankow","f","f-Aleena"
"Aleksejwitsch",1,"pankow","m","m-Aleksejwitsch"
"Aleksandra",1,"pankow","f","f-Aleksandra"
"Alessandro",1,"pankow","m","m-Alessandro"
"Alessa",1,"pankow","f","f-Alessa"
"Alex",1,"pankow","m","m-Alex"
"Alessia-Maria",1,"pankow","f","f-Alessia-Maria"
"Almir",1,"pankow","m","m-Almir"
"Alessya",1,"pankow","f","f-Alessya"
"Alois",1,"pankow","m","m-Alois"
"Alexa",1,"pankow","f","f-Alexa"
"Alp",1,"pankow","m","m-Alp"
"Alexa-Maria",1,"pankow","f","f-Alexa-Maria"
"Alvin",1,"pankow","m","m-Alvin"
"Aleyna",1,"pankow","f","f-Aleyna"
"Alwin",1,"pankow","m","m-Alwin"
"Alicja",1,"pankow","f","f-Alicja"
"Amadeus",1,"pankow","m","m-Amadeus"
"Aliczia",1,"pankow","f","f-Aliczia"
"Amadeusz",1,"pankow","m","m-Amadeusz"
"Alika",1,"pankow","f","f-Alika"
"Amaniel",1,"pankow","m","m-Amaniel"
"Alissia",1,"pankow","f","f-Alissia"
"Amar",1,"pankow","m","m-Amar"
"Allen",1,"pankow","f","f-Allen"
"Amaro",1,"pankow","m","m-Amaro"
"Allisa",1,"pankow","f","f-Allisa"
"Amer",1,"pankow","m","m-Amer"
"Ally",1,"pankow","f","f-Ally"
"Amon",1,"pankow","m","m-Amon"
"Almira",1,"pankow","f","f-Almira"
"Amos",1,"pankow","m","m-Amos"
"Aloisa",1,"pankow","f","f-Aloisa"
"Anakin",1,"pankow","m","m-Anakin"
"Alondra",1,"pankow","f","f-Alondra"
"Ananda",1,"pankow","m","m-Ananda"
"Alrun",1,"pankow","f","f-Alrun"
"Anastasio",1,"pankow","m","m-Anastasio"
"Alwine",1,"pankow","f","f-Alwine"
"Anderni",1,"pankow","m","m-Anderni"
"Alya",1,"pankow","f","f-Alya"
"Anders",1,"pankow","m","m-Anders"
"Alycia",1,"pankow","f","f-Alycia"
"Andi",1,"pankow","m","m-Andi"
"Amadea",1,"pankow","f","f-Amadea"
"Andree",1,"pankow","m","m-Andree"
"Amalie",1,"pankow","f","f-Amalie"
"Andrei",1,"pankow","m","m-Andrei"
"Amanda",1,"pankow","f","f-Amanda"
"Andrin",1,"pankow","m","m-Andrin"
"Amaya",1,"pankow","f","f-Amaya"
"Andrìjovič",1,"pankow","m","m-Andrìjovič"
"Amber",1,"pankow","f","f-Amber"
"Angel",1,"pankow","m","m-Angel"
"Amberly",1,"pankow","f","f-Amberly"
"Anri",1,"pankow","m","m-Anri"
"Ambra",1,"pankow","f","f-Ambra"
"Antek",1,"pankow","m","m-Antek"
"Amelia-Cirilla",1,"pankow","f","f-Amelia-Cirilla"
"Antonius",1,"pankow","m","m-Antonius"
"Amelie-Mia",1,"pankow","f","f-Amelie-Mia"
"Antony",1,"pankow","m","m-Antony"
"Amina",1,"pankow","f","f-Amina"
"Antonín",1,"pankow","m","m-Antonín"
"Amy-Lou",1,"pankow","f","f-Amy-Lou"
"Anuarovič",1,"pankow","m","m-Anuarovič"
"Amy-Talia",1,"pankow","f","f-Amy-Talia"
"Ara",1,"pankow","m","m-Ara"
"Amélie-Sophie",1,"pankow","f","f-Amélie-Sophie"
"Ares",1,"pankow","m","m-Ares"
"An",1,"pankow","f","f-An"
"Ari",1,"pankow","m","m-Ari"
"Ana-Emilia",1,"pankow","f","f-Ana-Emilia"
"Arie",1,"pankow","m","m-Arie"
"Anabelle",1,"pankow","f","f-Anabelle"
"Aris-Alexis",1,"pankow","m","m-Aris-Alexis"
"Anaelle",1,"pankow","f","f-Anaelle"
"Arjen",1,"pankow","m","m-Arjen"
"Anafi",1,"pankow","f","f-Anafi"
"Arkadi",1,"pankow","m","m-Arkadi"
"Anahí",1,"pankow","f","f-Anahí"
"Arkadij",1,"pankow","m","m-Arkadij"
"Analiza",1,"pankow","f","f-Analiza"
"Armir",1,"pankow","m","m-Armir"
"Anastazija",1,"pankow","f","f-Anastazija"
"Arnold",1,"pankow","m","m-Arnold"
"Anaïs",1,"pankow","f","f-Anaïs"
"Arsène",1,"pankow","m","m-Arsène"
"Andrea",1,"pankow","f","f-Andrea"
"Artemovič",1,"pankow","m","m-Artemovič"
"Andreea",1,"pankow","f","f-Andreea"
"Arto",1,"pankow","m","m-Arto"
"Anea",1,"pankow","f","f-Anea"
"Arturo",1,"pankow","m","m-Arturo"
"Angelika",1,"pankow","f","f-Angelika"
"Arun",1,"pankow","m","m-Arun"
"Angél",1,"pankow","f","f-Angél"
"Arya",1,"pankow","m","m-Arya"
"Anik",1,"pankow","f","f-Anik"
"Asahi",1,"pankow","m","m-Asahi"
"Anith",1,"pankow","f","f-Anith"
"Asanali",1,"pankow","m","m-Asanali"
"Anja",1,"pankow","f","f-Anja"
"Asaya",1,"pankow","m","m-Asaya"
"Anjelie",1,"pankow","f","f-Anjelie"
"Aureliano",1,"pankow","m","m-Aureliano"
"Ann-Zoey",1,"pankow","f","f-Ann-Zoey"
"Aurelio",1,"pankow","m","m-Aurelio"
"Anna-Lotta",1,"pankow","f","f-Anna-Lotta"
"Aven-Noel",1,"pankow","m","m-Aven-Noel"
"Annabella",1,"pankow","f","f-Annabella"
"Avir",1,"pankow","m","m-Avir"
"Anne-Louise",1,"pankow","f","f-Anne-Louise"
"Aviv",1,"pankow","m","m-Aviv"
"Anneke",1,"pankow","f","f-Anneke"
"Aws",1,"pankow","m","m-Aws"
"Annemarie",1,"pankow","f","f-Annemarie"
"Aydin",1,"pankow","m","m-Aydin"
"Anrike",1,"pankow","f","f-Anrike"
"Ayo",1,"pankow","m","m-Ayo"
"Antoinette",1,"pankow","f","f-Antoinette"
"Aziz",1,"pankow","m","m-Aziz"
"Antonovna",1,"pankow","f","f-Antonovna"
"Balduin",1,"pankow","m","m-Balduin"
"Anuk",1,"pankow","f","f-Anuk"
"Baltar",1,"pankow","m","m-Baltar"
"Anuuk",1,"pankow","f","f-Anuuk"
"Balša",1,"pankow","m","m-Balša"
"Arianna",1,"pankow","f","f-Arianna"
"Barnabas",1,"pankow","m","m-Barnabas"
"Arizona",1,"pankow","f","f-Arizona"
"Bart",1,"pankow","m","m-Bart"
"Arya",1,"pankow","f","f-Arya"
"Bartholomäus",1,"pankow","m","m-Bartholomäus"
"Ashley-Amanda",1,"pankow","f","f-Ashley-Amanda"
"Bedir",1,"pankow","m","m-Bedir"
"Asiya",1,"pankow","f","f-Asiya"
"Behnurov",1,"pankow","m","m-Behnurov"
"Asiye",1,"pankow","f","f-Asiye"
"Benaja",1,"pankow","m","m-Benaja"
"Astrup",1,"pankow","f","f-Astrup"
"Bene",1,"pankow","m","m-Bene"
"Atiya",1,"pankow","f","f-Atiya"
"Benjamin-Matti",1,"pankow","m","m-Benjamin-Matti"
"Aubrey",1,"pankow","f","f-Aubrey"
"Bennet-Fritz",1,"pankow","m","m-Bennet-Fritz"
"Audrey",1,"pankow","f","f-Audrey"
"Benni",1,"pankow","m","m-Benni"
"Auguste",1,"pankow","f","f-Auguste"
"Benno",1,"pankow","m","m-Benno"
"Aumi",1,"pankow","f","f-Aumi"
"Benny",1,"pankow","m","m-Benny"
"Aurora-Laetitcia",1,"pankow","f","f-Aurora-Laetitcia"
"Bensson",1,"pankow","m","m-Bensson"
"Austėja",1,"pankow","f","f-Austėja"
"Bent",1,"pankow","m","m-Bent"
"Avelin",1,"pankow","f","f-Avelin"
"Bernhard",1,"pankow","m","m-Bernhard"
"Azra",1,"pankow","f","f-Azra"
"Bero",1,"pankow","m","m-Bero"
"Bao",1,"pankow","f","f-Bao"
"Bjarne",1,"pankow","m","m-Bjarne"
"Bean",1,"pankow","f","f-Bean"
"Bjorn",1,"pankow","m","m-Bjorn"
"Beate",1,"pankow","f","f-Beate"
"Blue",1,"pankow","m","m-Blue"
"Beatrix",1,"pankow","f","f-Beatrix"
"Bo",1,"pankow","m","m-Bo"
"Beele",1,"pankow","f","f-Beele"
"Bobi",1,"pankow","m","m-Bobi"
"Belinda",1,"pankow","f","f-Belinda"
"Bolin",1,"pankow","m","m-Bolin"
"Bella-Elisa",1,"pankow","f","f-Bella-Elisa"
"Bono",1,"pankow","m","m-Bono"
"Besma",1,"pankow","f","f-Besma"
"Boris",1,"pankow","m","m-Boris"
"Bettie",1,"pankow","f","f-Bettie"
"Bradley",1,"pankow","m","m-Bradley"
"Betty",1,"pankow","f","f-Betty"
"Bách",1,"pankow","m","m-Bách"
"Beyonce",1,"pankow","f","f-Beyonce"
"Campino",1,"pankow","m","m-Campino"
"Bianca",1,"pankow","f","f-Bianca"
"Can",1,"pankow","m","m-Can"
"Bisan",1,"pankow","f","f-Bisan"
"Carlito",1,"pankow","m","m-Carlito"
"Blanka",1,"pankow","f","f-Blanka"
"Carsten",1,"pankow","m","m-Carsten"
"Bobbie",1,"pankow","f","f-Bobbie"
"Cassian",1,"pankow","m","m-Cassian"
"Bogunia",1,"pankow","f","f-Bogunia"
"Cassis",1,"pankow","m","m-Cassis"
"Bowen",1,"pankow","f","f-Bowen"
"Cengizhan",1,"pankow","m","m-Cengizhan"
"Bryanna",1,"pankow","f","f-Bryanna"
"Charles",1,"pankow","m","m-Charles"
"Bärbel",1,"pankow","f","f-Bärbel"
"Charly",1,"pankow","m","m-Charly"
"Caithlyn",1,"pankow","f","f-Caithlyn"
"Chase-Noel",1,"pankow","m","m-Chase-Noel"
"Calee",1,"pankow","f","f-Calee"
"Che",1,"pankow","m","m-Che"
"Carina",1,"pankow","f","f-Carina"
"Chris-Lukas",1,"pankow","m","m-Chris-Lukas"
"Carlota",1,"pankow","f","f-Carlota"
"Claas",1,"pankow","m","m-Claas"
"Carolin",1,"pankow","f","f-Carolin"
"Clarence",1,"pankow","m","m-Clarence"
"Carolina",1,"pankow","f","f-Carolina"
"Claudius",1,"pankow","m","m-Claudius"
"Cataleya-Luana",1,"pankow","f","f-Cataleya-Luana"
"Cody",1,"pankow","m","m-Cody"
"Catherine",1,"pankow","f","f-Catherine"
"Coen",1,"pankow","m","m-Coen"
"Cathleen",1,"pankow","f","f-Cathleen"
"Connor",1,"pankow","m","m-Connor"
"Cato",1,"pankow","f","f-Cato"
"Conrad",1,"pankow","m","m-Conrad"
"Cecilia",1,"pankow","f","f-Cecilia"
"Conry",1,"pankow","m","m-Conry"
"Celin",1,"pankow","f","f-Celin"
"Constantine",1,"pankow","m","m-Constantine"
"Cemre",1,"pankow","f","f-Cemre"
"Cooper",1,"pankow","m","m-Cooper"
"Channel",1,"pankow","f","f-Channel"
"Corey",1,"pankow","m","m-Corey"
"Charlee",1,"pankow","f","f-Charlee"
"Cosmo",1,"pankow","m","m-Cosmo"
"Charleene",1,"pankow","f","f-Charleene"
"Curtis",1,"pankow","m","m-Curtis"
"Charlotta",1,"pankow","f","f-Charlotta"
"Cüneyt",1,"pankow","m","m-Cüneyt"
"Chayenne",1,"pankow","f","f-Chayenne"
"Daisei",1,"pankow","m","m-Daisei"
"Chi",1,"pankow","f","f-Chi"
"Damien",1,"pankow","m","m-Damien"
"Christina",1,"pankow","f","f-Christina"
"Damir",1,"pankow","m","m-Damir"
"Chu",1,"pankow","f","f-Chu"
"Damon",1,"pankow","m","m-Damon"
"Claire",1,"pankow","f","f-Claire"
"Danail",1,"pankow","m","m-Danail"
"Clara-Naori",1,"pankow","f","f-Clara-Naori"
"Daniil",1,"pankow","m","m-Daniil"
"Clarise",1,"pankow","f","f-Clarise"
"Danijel",1,"pankow","m","m-Danijel"
"Clarissa",1,"pankow","f","f-Clarissa"
"Danil",1,"pankow","m","m-Danil"
"Clementine",1,"pankow","f","f-Clementine"
"Dara",1,"pankow","m","m-Dara"
"Coco",1,"pankow","f","f-Coco"
"Dario",1,"pankow","m","m-Dario"
"Cäthe",1,"pankow","f","f-Cäthe"
"Darios",1,"pankow","m","m-Darios"
"Cécile",1,"pankow","f","f-Cécile"
"Darren",1,"pankow","m","m-Darren"
"Cécilia",1,"pankow","f","f-Cécilia"
"Davy",1,"pankow","m","m-Davy"
"D'Arc",1,"pankow","f","f-D'Arc"
"Dawson",1,"pankow","m","m-Dawson"
"Dagmar",1,"pankow","f","f-Dagmar"
"Daymian",1,"pankow","m","m-Daymian"
"Daisy",1,"pankow","f","f-Daisy"
"Dean-Oskar",1,"pankow","m","m-Dean-Oskar"
"Dajana",1,"pankow","f","f-Dajana"
"Dejan",1,"pankow","m","m-Dejan"
"Danae",1,"pankow","f","f-Danae"
"Delcho",1,"pankow","m","m-Delcho"
"Danica",1,"pankow","f","f-Danica"
"Delian",1,"pankow","m","m-Delian"
"Daniela",1,"pankow","f","f-Daniela"
"Demian",1,"pankow","m","m-Demian"
"Danielle",1,"pankow","f","f-Danielle"
"Demid",1,"pankow","m","m-Demid"
"Danike",1,"pankow","f","f-Danike"
"Denis",1,"pankow","m","m-Denis"
"Davis",1,"pankow","f","f-Davis"
"Deniz",1,"pankow","m","m-Deniz"
"Delfin",1,"pankow","f","f-Delfin"
"Derrick",1,"pankow","m","m-Derrick"
"Delia",1,"pankow","f","f-Delia"
"Diego",1,"pankow","m","m-Diego"
"Delphine",1,"pankow","f","f-Delphine"
"Dieter",1,"pankow","m","m-Dieter"
"Denise",1,"pankow","f","f-Denise"
